0	1	a	" urban legend surprised me . based on the last few films the genre has produced ( including but not exclusive to the likes of i know what you did last summer , disturbing behavior and the disappointing halloween : h ) , i was positive that i was in store for another mildly entertaining but silly and ultimately boring rehash of the scream phenomena . thankfully , legend rose above it's soggy premise to become not only a hip , scary and stylish entertainment , but also what will probably become one of the best films of the year . you're all familiar with the plot ; a bunch of overly horny teenagers get systematically slaughtered by a masked maniac who's identity is not revealed until the closing moments of the film when it turns out to be , you guessed it ; everybody's favorite veteran of the whodunit flicks . . . the only person you didn't suspect ! however , just because legend doesn't really break any new ground as far as literary or even technical achievements go does not mean that it can't qualify as first-class entertainment . it was , believe it or not , one of the funnest times i've had at the movies all year . the thing is , i'm not really sure what made this particular stab ( pardon the pun ) at the genre seem so fresh and alive . maybe it was the above-par performances by the movie's two leads ( jared leto and "" cybil "" actress alicia witt ) . or , it could have been the on- target direction by jamie blanks . more likely , though , it was because of the inspired premise . i don't think i need to tell you that a killer hacking people up ala urban folklore is much more frightening than a killer fisherman . urban legend begins with a sequence that reminded me of the classic scream opener , not so much in plotting as in attention to detail that makes for an absolutely chilling teaser for the rest of the film . a pretty young coed is driving down a deserted road when ( gasp ! ) a gas problem ( hee-hee ) forces her to stop at an equally deserted gas station for a refill . one problem , though . would you want to stop at a station run by brad dourif ? i thought not . predictably , the attendant ends up coaxing her into the main building to sort out a problem with the credit card company . it's odd , though , when you pick up a phone to realize that nobody's on the other line . naturally , the potential victim escapes into her car and drives off . and the when we least expect it . . . whack ! ! ! a decapitation . it turns out that the creepy looking attendant was just trying to warn her about the maniac in the back seat of the car . so who is it this time ? the obvious candidate is the slightly off-kilter professor at the college the girl went to ( none other than freddy kruger himself , robert englund ) , who teaches a class on urban legends . a-ha . or could it be the fame-hungry local journalist ( leto ) looking for a meaty story to put on his resume ? like all movies of this nature , one of the chief pleasures is trying to guess whodunit . and it turns out to be , of course , the one you didn't suspect . i'm not going to pretend urban legend is anything more than it is , but i must give credit where credit is due . and this flick definitely deserves credit for being what not many other recent horror films have been . . . fun . * complimentary movie ticket courtesy of valley cinemas in lodi , ca "
1	0	a	" there should be a requirement that a potential viewer be under a certain film iq in order to see "" mission to mars . "" there are probably quite a few people who are going to enjoy it , and most of them will probably be those who have seen very few films of its kind . but there are those who will not , and those will most likely be people who have already seen one or more of the following movies : "" : a space odyssey , "" "" armageddon , "" "" apollo , "" "" the abyss , "" "" close encounters of the third kind , "" "" e . t . the extra-terrestrial , "" "" alien , "" and "" aliens . "" why ? because there is not one original idea in "" mission to mars . "" all of it is cribbed from other films ( and in most cases , better films ) . if this is the sort of thing you don't mind , you might like the film . of course , there are other reasons not to like "" mission to mars , "" the main one being a script written by people who seem to assume their audience is filled with people who haven't used their brains in some time , and who don't intend to start during the film's running time . "" mission to mars "" manages to be both stupid and boring at the same time . the plot , cribbed greatly from "" , "" concerns a team sent to mars , the first manned trip ever made to the red planet . luke graham ( don cheadle ) leads the team , jointly formed of americans and russians . the team encounters a mysterious monolith that emits a strange pulse ( this being nothing like the pulse-emitting monolith in "" "" -- that one was on the * moon * ) , but when they try to study it , a giant sand tornado comes out of the top and swallows them ( all except luke , who survives long enough to send a garbled message back to the rotating space station , which looks strangely like the rotating space station in "" "" ) . a rescue mission is planned with husband & wife team woody blake ( tim robbins ) and terri fisher ( connie nielsen ) , obligatory pilot with a troubled past jim mcconnell ( gary sinise ) , and extra crew member phil ohlmyer ( jerry o'connell ) along for the ride . after some zero-gravity dancing , they run into problems when one of their engines is blown , forcing them to attempt a desperate landing aboard a supply vessel . now stranded on mars with minimal supplies , the team must decide whether or not it can risk entering the monolith or if they should return home . after all , that monolith just might contain information about how life originated on earth . "" mission to mars "" is one of those films that makes a critic wonder where to start when talking about all the things that are wrong with it , so let's start with one of the things that does work : director brian de palma manages to create some eerie tension in a few scenes during the middle of the film . that's it . everything else fails . the failure isn't de palma's fault ; he's working from an atrocious script . only during the sequence aboard the ship ( looking an awful lot like the jupiter vessel in "" "" ) where the rescue team's air begins running out and they must frantically search for the hole and patch it up does "" mission to mars "" come to life . a scene where they attempt to save a comrade floating away into space also provides some tension , until you realize that the entire danger/more danger/attempted rescue sequence has absolutely nothing to do with the rest of the film ; it's just a contrived way to generate thrilling scenes . take it out , and the plot isn't affected in any way . the sequence also suffers from a few plot holes ( as does the rest of the film ) : why is the ship's computer ( which sounds strangely like hal from , uh , "" "" ) able to detect a hole in the main chamber but not one in the engine ? why did tim robbins' character have to go outside the ship when the solution easily presented itself from inside ? shouldn't the astronauts be better trained to deal with a hull breach ? why are the characters such idiots ? because the script makes little attempt to properly develop them . all the "" conflict "" is clumsily delivered in excruciatingly obvious exposition in the opening scene ( which rips off orson welles and robert altman by utilizing a long opening tracking shot ) during which the characters repeatedly tell each other about things all of them should already know : "" jim , it's too bad you can't go on this mission because you were determined 'psychologically inadequate' because your wife died right before you were to go on the mission together "" -- does anyone really talk like this ? can't we find out these things in a less grating matter , like maybe in a flashback ? the whole film is like that . the filmmakers are not content to merely show us something and assume we know what's going on ; they must * tell * us exactly what we're looking at * every * time . sample dialogue from the film : ( shot of mars ) astronaut a : "" look , there's mars "" astronaut b : "" you sure that's mars ? "" astronaut a : "" yeah , that's mars all right . "" astronaut c : "" hey , are you guys looking at mars ? "" that exchange isn't actually in "" mission to mars , "" but i wouldn't be surprised if it were . for all their cribbing from kubrick , spielberg , james cameron , and even ron howard , the makers of this film haven't learned to do something all those directors did very well : show and don't tell . de palma used to know how , but seems to have forgotten . this is mentally-challenged filmmaking ; they assume the audience won't get what's going on , so they explain everything five times over . fourth-graders may appreciate this , but more learned viewers will have their intelligence insulted . the principal actors sleepwalk their way through "" mission to mars , "" never managing to do away with an apparent "" i'm just here to get a paycheck "" attitude . cheadle stumbles over his awkward lines . armin mueller-stahl manages to thoroughly embarrass himself in an unbilled cameo . robbins puts his game face on and phones in his standard "" decent guy "" performance . and sinise hams it up with "" wistful "" facial expressions while watching tapes of his dead wife ( played by kim delaney , who only has one scene during which she still manages to deliver some ridiculous dialogue in a heavy-handed monologue about the meaning of life ) , and especially during the stolen-from-no-less-than-three-movies ( a lollipop to whoever names them ) conclusion , which combines endless , obvious explanation and sub-par cgi effects with gagging sentimentality and is sure to alienate any viewers who had been enjoying the show up until then . and of course , these aliens from mars who facilitated the evolution of life on earth are entirely different from the aliens in "" "" who facilitated the evolution of life on earth ; those aliens were from an * unknown * world . it could be said that fans of brainless action films might enjoy "" mission to mars , "" but such a comment ignores the fact that the film is also incredibly slow-going . leisurely pacing might have helped a film with a little more substance to it , but all of the substance of "" mission to mars "" has been stolen from other films , and those other films dealt with their ideas in a much more thoughtful fashion and generally contained more engaging characters . supposedly we're intended to choke up when one character decides not to return home at the end of this one ( totally different from the one-character-decides-not-to-return ending of "" armageddon "" ) , but i suspect most people will either be laughing or groaning . me , i alternated between the two . there is only one good thing about the way "" mission to mars "" finally ends : the fact that the movie is over . "
2	1	a	 star wars : episode i - the phantom menace review a review by jamey hughton stars ) starring-liam neeson , ewan mcgregor , natalie portman and jake lloyd director-george lucas rated g with all the hype that star wars : episode - the phantom menace has been receiving , it seems almost impossible to avoid interest in seeing the film . the movie is easily the most anticipated motion picture ever , with a marketing campaign so strong it has brought colonel sanders , the taco bell chihuahua and pizza hut together . can george lucas succeed yet again with transporting us back a long time ago , in a galaxy far , far away . . . . ? yes . this star wars prequel may be the worst of the bunch , with amateurish dialogue and an overall lack of humanity . but that doesn't mean it fails to comply on the basis of solid entertainment . the phantom menace features the most eye-catching , jaw-dropping visual look in cinematic history . the tremendous action sequences will have you clinging to your arm rest , and the special effects are nothing short of the best ( and most plentiful ) to ever be caught on film . the vast digitized worlds and sheer imagination that was applied to this project is astounding . the phantom menace is a delectable feast for the senses , even if it has some disappointing aspects . after we're treated to the famous prologue in the sky , with john williams' thundering score , we meet qui-gon jonn ( liam neeson ) and young obi-wan kenobi ( ewan mcgregor ) , a jedi master and his trainee `padawan' . they are on the ship accommodating the fleet headquarters for the evil trade federation , and have been sent to settle disputes regarding the taxation of trade routes to the planet of naboo . oh , but enough about that . the prime concern for this prequel is introducing young anakin skywalker ( jake lloyd ) into the picture . as you already know , this seemingly charming lad is the boy who will soon become darth vader . a spectacular pod race comes soon hereafter . this particular race is the most exciting , energetic , high-octane action sequence that you'll ever see . one of the delights of the series is meeting the newest set of strange alien creatures that lucas has devised , and the phantom menace is no exception . i loved sebulba , the rat-like scoundrel whom anakin has to face in the pod race , and boss nass , the leader of the gungans ( who are a neighbouring species to naboo ) . one character who has been subject to criticism is jar-jar binks , a member of the gungan race . jar-jar speaks like roger rabbit on a hallucinogenic drug , and is there for the sole purpose of supplying comic relief . yes , he is initially annoying , but i can admit to laughing over some of his harmless , goofy antics . there is some lack of dramatic pull in this star wars entry , but the presentation almost makes you forget the plot and character lapses . the final light-saber battle , between the jedi's and the horrific ( and terminally underused ) villain darth maul , is spectacular to behold . jabba the hutt , yoda , c-po and r-d have cameo appearances . lucas has not forget how to captivate an audience , even if his latest shows obvious signs of tiredness . one can only wonder what the possible technology will present for the next two installments , episode's i and ii . when they arrive , you'll know where to find me . 
3	1	a	" mickey mouse had better watch his back -- there's a new critter in town , and he's the nameless animal attraction of "" mouse hunt , "" dreamworks skg's clever first foray into family fare . although it runs out of steam towards its end , this live-action comedy still boasts enough energized slapstick and inventive set pieces to best disney's entire non-animated , kiddie-oriented catalog . . . but consider that list includes dismal tripe like "" air bud , "" "" flubber "" and "" that darn cat , "" and it's really not such a difficult feat to pull off . still , throw the two rodents in a boxing arena , and i'll be hoping that the mouse from "" mouse hunt "" knocks some sense back into mickey . nathan lane ( robin williams' significant other from "" the birdcage "" ) and lee evans ( last seen as a nervous bellhop in "" the fifth element "" ) play ernie and lars smuntz , befuddled brothers who have just inherited two unwanted assets from their late father ( william hickey , in his last role ) -- a dilapidated old string factory and a dilapidated old mansion . although lars made a deathbed promise to upkeep the former , he and ernie decide to sell the latter for big bucks after learning it was designed by a famed architect . but there's a lone obstacle in their way -- a single mouse lives within the walls of the house , and he's not about to give up his place of residence without a fight . movies aimed at young audiences are rarely this visually exquisite . the effects blending the talents of -some live mice , one animatronic mouse and one computer-generated mouse are pretty seamless . the splendid production design seems to be straight out of tim burton's mind ; the smuntz's architecturally-unsound mansion is like something straight out of "" the nightmare before christmas , "" and the vortex of bizarre machinery in their factory resembles some of vincent price's warped contraptions from "" edward scissorhands . "" "" mouse hunt "" is a pretty dark movie -- even some of the humor can be grim -- but it's hardly ever mean-spirited . the star of the show is neither the top-billed lane nor the titular mouse . it's lanky british comedian evans , whose hysterical bodily antics suggest a cleaned-up jim carrey without the obnoxious overkill ( note a toned-down but nonetheless outrageous impromptu striptease ) ; evans' banter with the ever-affable lane is funny stuff , too , and holds its own against the movie's more flashy physical shtick . vicki lewis ( beth from "" newsradio "" ) is solid in a supporting role as lars' money-grubbing wife . and in a nifty bit of novelty casting , christopher walken is a macabre delight as a spooky exterminator who takes his job a little too seriously , popping a dropping into his mouth and noting to his tape recorder that the mouse has a "" calcium deficiency . "" blech . a basically one-joke idea -- a mouse outsmarts a couple of bumbling humans -- is given a rather engaging execution . their sparring is imaginatively realized ( i don't think i'll ever forget the sight of that tiny little mouse making his getaway on a rolling wheel of gouda ) , and although you really never fully root for either side , that's okay -- a warm-and-fuzzy union between the two parties is practically promised from the first frame they share . "" mouse hunt "" may take a while to get going ( the rather lengthy set-up could test the patience of some of the younger children , although i rather liked it , much in part to lane and evans ) , and the climactic sequence is allowed to play out for a bit too long , but this appears to be one family movie that most members of the family will be able to find agreeable , not unlike the original "" home alone . "" "
4	0	a	" as far as "" mystery men "" is concerned , the burning question is less "" is it really as bad as it looks from the trailer ? "" ( the answer there is an unequivocal "" yes "" ) and more "" how in the name of sweet jesus did first-time director kinka usher get such a first-rate cast to act in this muck ? "" "" mystery men "" features greg kinnear as the heavily-sponsored captain amazing and geoffrey rush as his arch nemesis ( singular ) casanova frankenstein . a veritable police lineup of hot hollywood talent plays the superhero wannabes of the title , who join forces to get c . amazing out of a tight spot when c . frankenstein puts the screws on champion city . there's william h . macy as the mild-mannered shoveler , hank azaria as the cutlery-flinging blue raja ( no knives , but a phony english accent that's just as sharp ) , ben stiller as mr . furious ( whose only power seems to be his ability to get hot under the collar ) , janeane garofalo as a crazed bowler with her father's skull interestingly preserved , wes studi as a rhetoric-spouting cowled avenger , and kel mitchell as the token ( and , adding insult to injury , invisible ! ) black guy . bringing up the rear , so to speak , is paul reubens ( yes , that's pee wee herman paul reubens ) as . . . well , let's just call him the gas man . the production design is overblown , the special effects are overdone , and the script ( based on bob burden's "" dark horse "" comic book series ) is overbaked . the appealing actors are uniformly good and stiller is even stellar , but they can't begin to save "" mystery men "" --it's just one big mess . you're better off renting the video and pressing fast-forward to get to the funny bits . i believe i counted three . "
5	0	a	" post-chasing amy , a slew of love-triangle movies : this month we have kissing a fool , co-starring amy's own lee , and april brings us the object of my affection , which may as well be titled chasing allan , for it is the story of a woman who falls in love with her gay roommate . ( to be absolutely six degrees of kevin bacon about it , that film stars schwimmer's friend jennifer aniston . ) if only kevin smith could write them all . . . schwimmer stars as womanizing chicago sportscaster max , who falls in love with his best friend jay ( lee ) 's book editor samantha ( avital ) a mere twenty-four hours after meeting her . they are soon engaged , and max , because of his own raging libido , grows suspicious of samantha's fidelity . he convinces jay to flirt with samantha during the development of his book , to "" test her "" . the trouble is , jay might be secretly in love with her . to stretch this flat , sitcom premise to feature length , the plot is framed by a climactic wedding , at which bonnie hunt recounts the triangular tale--the events leading up to the nuptials--to an annoying fat man and his silly girlfriend . hunt has the best comic timing of anyone in the film ; schwimmer can spin bad dialogue into mildly humorous dialogue ; and lee , poor lee , is miscast . so hysterically funny in chasing amy , here he is forced to repress his comic instincts : to swear , to yell , to talk about oral sex . . . the script's idea of a character trait is to stress that jay is a "" sensitive man "" , and then show him drinking pepto bismol when he's stewing over his girl trouble . as for avital , an israeli actress , she is warm and sweet , but we don't know anything about her character other than that it takes her an incredibly long time to realize the most obvious things . she also too closely resembles the stunningly beautiful kari wuhrer , who plays schwimmer's assistant and personal temptress , turning that particular subplot into an unintentional riff on vertigo . there are a handful , a smattering , of good scenes in kissing a fool . i enjoyed a moment in a comedy club , during which jay gets up and asks "" has anyone here ever hated their girlfriend so much you wanted to kill her ? "" over and over until he's booted off stage . there are also a few obviously improvised lines that are fresher than anything that's on the page . kissing a fool is never as clever as the thursday night joke-machine friends that spawned schwimmer's movie career , so save yourself eight dollars and watch three episodes of that series back to back . "
6	1	a	" warning : if you actually wish to see the film , stop reading this and see it . while i don't blow any plot details , the more you know about a movie , the more disappointing and built up it becomes ( waiting a month to see titanic did the same thing ) . but , in a nutshell , it's a good film . star wars episode i : the phantom menace reviewed by vince yim never having been the biggest star wars fanatic in the world ( i was more into star trek : the next generation ) , it is difficult to relate to the mass fandom surrounding the latest installment , the phantom menace . however , it can't be ignored . endless toys lining the shelves , endless news reports , and a multi-billion dollar advertising campaign makes it all the more difficult . with the level of this hype , one would recall an overhyped disaster from , godzilla , which definitely failed to live up to expectations . thankfully , the phantom menace does much , much better . while the "" first "" star wars trilogy told the story of jedi knight luke skywalker , the prequels backpedal to tell the back-story of obi wan kenobi and a young jedi named anakin skywalker ( who would become the father of luke and eventually become darth vader ) . without blowing too much of the story , the phantom menace evolves around a peaceful planet naboo , which is being held hostage by a greedy trade federation , and it's up to two jedi knights ( qui-gon ji , played by liam neeson and obi-wan kenobi , played by ewan mcgreggor ) to free it . the phantom menace has taken a literal beating from various film critics , leaving me to lower my expectations somewhat . common complaints range from lack of characterization , weak narrative , poor direction of actors , the dated style , and too much focus over special effects . still , film critics often apply much historical theory in regards to film criticism , much of which the average film buff does not care for . hence , this film is a lot of fun and definitely an improvement over the previous films ( even with the "" improvements "" in the special editions ) . there are many memorable sequences throughout the film , ranging from the fast and furious "" pod race "" sequence ( which is a take on the chariot races in "" ben hur "" ) and the many fight scenes involving legions of battle droids . utilizing technology that is light years beyond anything made before , special effects and computers are used to create everything from monsters to robots to amazing cityscapes with incredible detail . no matter how many times you watch this film , you will catch something new . the level of humour is a bit higher than the previous films as well , mostly conveyed through the reluctant hero jar jar binks , who belongs to a race known as the gungans . best described as an mr . bean from the planet naboo , he steals the show . unfortunately , being that he is a computer-generated character , tells a bit about the direction of the actors ( although natalie portman as the queen is pretty effective , as is jake lloyd as the young anakin skywalker ) . with star wars mania at an all time high , there is the risk that the film will disappoint ( i myself had my doubts ) , which this film does have a tendency to do at times . there are a few logic problems with the plot , several things are left unchecked , and at times seems to be made only for diehard star wars fans ( although the appearance of the tusken raiders makes for more than a few laughs ) . that , and young anakin skywalker is a really annoying character , coming off as a smarmy , arrogant brat ( with such an attitude , it's no wonder why he turns to the dark side ) . still , it seems that many people , especially critics , are missing the point . the film is some of the most fun and a half hours that you'll blow in your life , which is something i wouldn't mind doing again . while it may not have the psychological impact of an academy award contender , who really cares ? the film is pure fun from beginning to end . and isn't that what really matters ? "
7	1	a	 my fellow americans is a movie that at first glance looks to have little substance ( or a movie that we've all seen a million times ) , two lifetime rivals thrown together and then the fun begins . this is exactly what happened in this movie , but fortunately , they managed to do it in an interesting and funny way . the movie starts with a quick ( and i do mean quick ) glance of two presidents russell kramer ( jack lemmon ) and matt douglas ( james garner ) . william haney ( dan aykroyd ) and ted matthews ( john heard ) are the new president and vice president . there is a scandal that arises involving a kickback from a contractor and haney is positive that he buried that years ago . he finds a scapegoat in kramer and now everyone wants kramer and douglas dead . this movie was exceptional for many reasons . one being that they found people ( lemmon and garner ) that have good chemisty together . they worked very well as a unit and they mirrored each other perfectly , one being a ladies man and one being the old man ( i'll let you fiqure which is which ) . also , they found people that know their parts as govenment officials well . it seemed to me that garner played almost exactly the same role that he played in the distinquished gentleman ( except then he was a congressman ) . experience counts for a lot ! ! 
8	0	a	" contrary to popular belief , not every single foregin film released to an american market is a masterpiece . some of them aren't even good . some examples of this principle are the aboslutely dreadful "" un indien dans la ville "" ( presented as "" little indian , big city , "" and remade into that crap tim allen flick , "" junglejungle "" ) , and this . what could have been a clever little sex comedy turns into one mess of a french flick . "" french twist "" ( the "" cool "" american title , not the real one , which was "" gazon maudit , "" literally meaning "" twisted ground , "" or something like that ) deals with a married couple with kids , and the intrusion of a stranger who kinda screws things up for them . loli and alain chabat ( victoria abril and alain chabat ) are not exactly happily married . always on business trips , alain chabat more than once cheats on her , and she eventually finds out . and one day , she meets a butch mechanic , marijo ( the co-writer/director josiane balasko ) , and they two kinda hit it off . so she decides she will get back at alain chabat by doing the obvious : sleeping with marijo . but she soons starts to not only fall in love with marijo , but she's also realizes she's still in love with alain chabat . so , of course , she does the obvious from that : she decides to keep them both . she'll be ( and sleep ) with each of them for days each , then on sunday , she'll rest by herself . after all , she needs it if she's gonna have more sex than sylvia kristel . the film goes on for over an hour and a half , through stupidity after stupidity , moronic twist after moronic twist , and soon there's the little ironic ( ! ! ! ) ending . i know it's a completely different culture , and i'm quite familiar with the french and their cinema , but this is just bad . none of the characters are more intelligent than peter stormare in "" fargo "" ( a movie where stupid characters were backed up to make a point ) , and any action they do is pretty much just to get a hopeful chuckle from the audience . what's shocking is this was not only one of france's biggest hits , but it was nominated for a lot of cesars ( french equivalent of oscars ) . the writing and directing is really the big problem with it . josiane balasko does a good acting job with her role , but her little sex comedy isn't very humerous , entertaining , or even deep at all . even woody allen's not-very-good "" a midsummer night's sex comedy "" is intelligent , well-written , and possesses some depth . this is shallow , unfunny , and pretty annoying to watch . the film moves at the pace of a snail , and is damn-near painful to watch . thank god for the fast forward button . the acting , however , isn't bad at all . the actors do the best they can with the bad material , and victoria abril is pretty likable despite the script ( and the fact that she's stupid enough to try to divide herself over two people when she has kids ) . and alain chabat has some funny moments as the neurotic husband . but "" french twist "" is just pretty lame . it's not overly horrible , and has a couple very , very , very brief moments . but it's just a really crap film , and an example of an ill-advised distribution of a foreign film . "
9	0	a	" synopsis : easily-angered , chainsmoking architect david encounters his homicidal first wife diedre five years after their divorce . diedre easily cons david's not-so-bright new wife molly into believing she's a child psychologist so that she can influence molly and david's quick-tempered son , michael . diedre , at the same time , murders a bunch of people . comments : the ex is a very bad movie . i haven't seen a turkey of this magnitude in quite a while . i kept vacillating , however , between giving the ex one star for its sheer awfulness and three stars for its campy humor ( ultimately , i decided to split the difference and give it two stars ) . as summarized briefly in the synopsis , this is yet another spurned-psycho-lover-gets-her-revenge type movie . i'm not sure how many films have been produced since fatal attraction which use this tired storyline , but it seems like , , , . the ex , however , though following many of the standard cliches of this thriller subgenre , differs slightly from the norm in that , at least , it doesn't take itself too seriously like so many other duds do ( malicious and stalked are two examples which come to mind ) . those involved in the movie realize they're in a turkey , apparently , and turn in hammy performances which compliment the ludicrous dialogue contained within the script . the ex's storyline , as i said , incorporates many cliches predominant in films of its nature ; however , the plot is so overwrought and unbelievable that , after a while , the viewer must accept that logic does not operate in the realm of the movie . diedre , david's first wife , kills and kills and kills , for example , without ever having to worry about police investigations and the like ( it's not as though she's bright enough not to leave fingerprints at the scene of the crime ) . david and his new wife molly have an incredibly difficult time understanding why michael , their son , has emotional problems , specifically his inability to control his anger . though david smokes like tomorrow will never come and blows up at people every other minute in the movie , the connection between him and his son is not made . molly is easily swayed by diedre into believing she's a child psychologist and allows the demented woman to spend time with her son . time and time again , things do not add up in this movie . if a viewer can't accept this fact , then he will definately not like the ex . if , on the other hand , he can appreciate the movie for its campiness , then he'll probably like it much better . i don't mean to necessarily suggest , however , that the ex is a memorable exercise in camp . even when viewed from an it's-so-bad-it's-good angle , this movie isn't all that successful . the ex does have its moments , though , almost all of which involve yancy butler ( the psychotic diedre ) and nick mancuso ( david ) . these two actors turn in decidedly hammy performances which , oftentimes , elicit chuckles from the audience . the truly awful lines written for them help this humor along . butler gets the larger portion of bad dialogue ; every time her character kills someone , she has a punchline that's unbelievably inane . when she murders a tenant of an apartment she wishes to use to spy on david , for example , diedre whacks the elderly lady with a crowbar and states "" i'm so sorry , your lease is terminated . "" or how about when diedre takes out her therapist in another ridiculous scene ? ( diedre's therapist wishes to have her recommitted , so she decides to visit diedre , alone , in her new apartment -- never realizing , of course , that it's not her's . therapists typically are catatonically brain-dead in these movies ) . having successfully snuffed the woman out , diedre looks at the body and says : "" what was it that you always said to me at the end of each session , dr . jones ? oh , that's right . 'i'm sorry , but your time is up ! ' "" this is what passes for humor in the film . the audience doesn't necessarily laugh but groan ( the type of groan that suggests the audience can't believe they're watching this crap -- although watching it they are ) . nick mancuso's chainsmoking , nervous-wreck character does not have the cheesy lines that butler's character delivers , but his ridiculously overdone performance provides for some better comic relief . in between drags off his cigarette , for instance , in one of the movie's best scenes , david tries to explain to his lawyer what a creep his ex-wife is . in exaggerated exasperation , he nearly shouts "" the woman is a cuckoo-bird ! "" ( trust me , it is funny in context . ) and so , the movie continues until its painfully obvious conclusion . i won't reveal the ending specifically ( though anyone remotely familiar with thrillers of this type could probably guess the ending just from this film review ) , but i will say that the ex has one of the biggest fire hazards appearing recently in film . molly and david own a cabin that becomes engulfed by flames in approximately three seconds ! molly , at one point in the film , not-so-brilliantly observes , after discovering diedre has moved into an apartment across from her family's to spy upon them , that "" she's crazy . "" you'd be pretty crazy too if you'd rented this turkey . i'd avoid it unless it's on tv and you come across it . if you do , you may want to watch it , groan at the bad punchlines and stupid plot , and feel good that you didn't spend money renting it . "
